"X","Y","name","class","generationmw","generatornumber"
145.132996105,-37.911787348,"Monash University (Clayton Campus) Solar Array","Renewable",0.18,420
144.956943777,-37.806943974,"Queen Victoria Market Solar Array","Renewable",0.25,1328
144.303238954,-36.6747524199999,"Bendigo Solar Park","Renewable",0.3,NA
138.588193513,-34.9452852549999,"Adelaide Showgrounds","Renewable",1,NA
138.537655536,-34.9386745529999,"Adelaide Airport","Renewable",0.11,NA
146.801054251,-19.307861026,"Townsville RSL Stadium Solar Array","Renewable",0.34,1800
152.790168322,-25.3183986029999,"Fraser Coast Community Solar Farm","Renewable",0.4,1584
153.367118286,-28.006274123,"Metricon (Gold Coast) Stadium Solar Array","Renewable",0.22,574
113.6741161,-24.897029119,"Carnarvon Solar Farm","Renewable",0.29,NA
151.727452491,-32.8834730039999,"CSIRO Energy Centre","Renewable",1.5,NA
151.053816128,-33.8412921,"Newington Solar Suburb","Renewable",0.67,NA
151.181208674,-32.592384507,"Singleton Solar Farm","Renewable",0.39,3500
151.133150431,-33.96517453,"Kogarah Town Square Solar Array","Renewable",0.16,NA
151.064039261,-33.8451780729999,"Stadium Australia","Renewable",0.14,NA
140.805695971,-37.83884533,"Mt Gambier","Renewable",10,NA
117.19158099,-32.9521179459999,"Narrogin Bioenergy Plant","Renewable",1,NA
153.115794557,-27.440513224,"Visy Paper Gibson Island","Renewable",2,1
139.490553264,-20.777599159,"Mica Creek","Non Renewable",325,10
138.619756953,-31.523392488,"Wilpena Solar Farm","Renewable",145,1260
142.252092201,-34.4154198489999,"Karadoc Solar Farm","Renewable",112,NA
143.891964593,-39.938785224,"King Island (Currie)","Renewable",8.55,9
118.724521674,-23.154648547,"West Angelas Mine","Non Renewable",86,2
140.915767499,-21.8601332879999,"Cannington Mine","Non Renewable",40,22
138.729943371,-33.394960204,"Hallett 1 Brown Hill  Wind Farm","Renewable",94.5,45
138.792831522,-33.38554626,"Hallet 5 - The Bluff","Renewable",52.5,45
138.85795056,-33.57166812,"Hallett 2 Hallet Hill  Wind Farm","Renewable",71.4,34
138.118443965,-33.8301639869999,"Snowtown Wind Farm South","Renewable",126,47
116.159015668,-21.076706138,"Cape Preston","Non Renewable",450,16
117.984863806,-22.158138794,"Solomon Iron Ore Mine","Non Renewable",125,NA
139.483267401,-20.783749577,"Diamantina","Non Renewable",242,6
120.129681184,-33.907763593,"Hopetoun Wind Turbines","Renewable",1.2,2
124.162085149,-18.027757492,"Camballin","Non Renewable",1.04,NA
121.163480916,-30.3808058079999,"Cawse Nickel Mine","Non Renewable",21,NA
142.261660233,-34.1013419229999,"Buronga","Non Renewable",150,NA
147.2550466,-42.8414631699999,"Glenorchy","Renewable",1.6,2
147.288829758,-42.888259513,"Hobart","Renewable",1,1
148.009738703,-40.779810675,"Musselroe","Renewable",168,56
131.500649819,-24.2509195879999,"Kings Canyon","Renewable",0.24,NA
149.099795144,-32.4146001629999,"Bodangora Wind Farm","Renewable",113,NA
141.391545512,-31.9867074269999,"Broken Hill Solar Plant","Renewable",53,NA
116.308108592,-33.4466710729999,"Muja A","Non Renewable",120,NA
149.126724584,-36.576310587,"Boco Rock","Renewable",113,NA
151.658529934,-29.962256425,"Ben Lomond","Renewable",200,NA
150.525822064,-34.902981059,"Bamarang","Non Renewable",320,NA
148.869557339,-34.6057778169999,"Bango Wind Farm","Renewable",200,NA
151.033243638,-33.919699598,"Bankstown Sports Club","Non Renewable",2,NA
148.987218387,-35.214189436,"Belconnen","Renewable",1,1
151.693612516,-32.964255376,"Charlestown Square","Non Renewable",2.8,1
150.990503812,-33.8381155499999,"Club Merrylands","Non Renewable",0.8,1
143.455319348,-35.676153948,"Gannawarra Solar Farm","Renewable",60,NA
144.240752974,-37.7281319049999,"Yaloak South Wind Farm","Renewable",131,NA
143.801944242,-38.258690853,"Mt Gellibrand Wind Farm","Renewable",189,NA
144.191303617,-37.654979059,"Moorabool North Wind Farm","Renewable",131,NA
144.162196454,-37.740232513,"Moorabool South Wind Farm","Renewable",131,NA
149.865184482,-34.431441169,"Taralga Wind Farm","Renewable",107,NA
148.718032991,-33.173281545,"Manildra Solar Farm","Renewable",46,NA
151.411940162,-29.699725864,"Sapphire Wind Farm","Renewable",270,NA
146.109415,-34.315532,"Griffith Solar Farm","Renewable",36,NA
142.745232087,-34.689897899,"Bannerton Solar Farm","Renewable",88,NA
142.545653689,-34.8026762979999,"Wemen Solar Farm","Renewable",110,NA
142.318190454,-36.433260789,"Murra Warra Wind Farm","Renewable",429,NA
148.074989925,-33.1027340759999,"Parkes Solar Farm","Renewable",66,NA
147.744933515,-20.487668368,"Hayman Solar Farm","Renewable",180,NA
139.486419475,-20.783467217,"Leichhardt","Non Renewable",60,1
153.136285792,-27.4035795529999,"Bulwer Island","Non Renewable",33,3
117.140731315,-20.6487706359999,"Cape Lambert","Non Renewable",105,3
132.131370997,-26.277960622,"Ernabella","Non Renewable",0.01,4
132.014656817,-26.4735559009999,"Umuwa","Renewable",0.35,10
131.793145723,-22.2425906239999,"Yuendumu","Renewable",0.24,10
130.629489653,-18.3265036669999,"Lajamanu","Renewable",0.29,12
142.660761503,-25.4126644259999,"Windorah","Renewable",0.13,5
133.87945391,-23.7149676079999,"DoubleTree by Hilton Hotel","Renewable",0.3,1326
133.897120812,-23.79656983,"Alice Springs Airport","Renewable",0.24,28
133.868210164,-23.7685173909999,"Uterne Solar","Renewable",1,3048
132.771928219,-23.937364579,"Hermannsburg","Renewable",0.19,8
143.785472912,-37.5143713649999,"Ballarat Solar Park","Renewable",0.3,2000
150.979667294,-32.376069145,"Liddell Solar Thermal","Renewable",9.3,1000
115.111937485,-28.904318062,"Greenough River Solar Farm","Renewable",10,NA
114.959887829,-28.991804878,"Mumbida Wind Farm","Renewable",55,22
147.08535195,-31.552740361,"Nyngan Solar Plant","Renewable",102,NA
129.536843572,-14.2601850049999,"Wadeye","Non Renewable",6.8,4
146.565432204,-38.179256895,"Traralgon Network Support Station","Renewable",10,NA
149.48411444,-34.6903750719999,"Gullen Range Wind Farm","Renewable",166,73
140.405791675,-37.78154577,"Lake Bonney Stage 1 Wind Farm","Renewable",80.5,46
140.393029168,-37.7504963179999,"Lake Bonney Stage 3 Wind Farm","Renewable",39,13
149.14347417,-35.489683632,"Royalla Solar Farm","Renewable",20,NA
130.47901408,-15.6561809569999,"Timber Creek","Non Renewable",1,NA
133.375854441,-16.2696345649999,"Daly Waters","Renewable",0.2,NA
133.539296643,-17.5503675539999,"Elliott","Non Renewable",1,NA
133.414627163,-22.124231745,"Ti-Tree","Renewable",0.3,NA
119.947186903,-22.4812377919999,"Roy Hill","Non Renewable",6,NA
149.86691786,-29.572175854,"Moree","Renewable",60,NA
149.459743325,-34.614916772,"Gullen Range Wind Farm","Renewable",165.5,73
142.465312871,-37.8413416669999,"Mortons Lane Wind Farm","Renewable",20,13
149.13440859,-21.1634509969999,"Racecourse Mill","Renewable",3.5,1
143.079430559,-37.238518142,"Ararat Wind Farm","Renewable",240,75
138.556216366,-33.042839057,"Hornsdale Wind Farm","Renewable",310,99
136.687238875,-12.1889387579999,"Nhulunbuy","Non Renewable",24,NA
136.420872975,-13.8584112529999,"Angurugu","Non Renewable",3.6,3
132.920896283,-12.6829025279999,"Ranger Mine","Non Renewable",30,NA
149.145993324,-35.3989062439999,"Mugga Lane Solar Park","Renewable",13,NA
147.048281214,-19.7329724649999,"Haughton River Solar Farm","Renewable",500,NA
147.80743876,-20.541079635,"Collinsville Solar Farm","Renewable",42,NA
147.77066064,-20.4947377779999,"Daydream Solar Farm","Renewable",50,NA
150.894157531,-27.1168616699999,"Darling Downs Solar Farm","Renewable",110,NA
150.894157531,-27.1168616699999,"Darling Downs","Non Renewable",644,4
147.210542044,-19.8397703909999,"Clare Solar Farm","Renewable",130,NA
147.9187653,-22.1404692359999,"Rugby Run Solar Farm","Renewable",65,NA
148.439000838,-23.087472862,"Lilydale Solar Farm","Renewable",100,NA
147.585523414,-22.844643931,"Clermont Solar Farm","Renewable",100,NA
148.134714826,-23.5083648029999,"Emerald Solar Farm","Renewable",68,NA
139.492437601,-35.270796138,"Tailem Bend Solar Farm","Renewable",95,NA
137.557191851,-32.564507534,"Lincoln Gap","Renewable",10,NA
145.474552015,-36.159248458,"Numurkah Solar Farm","Renewable",100,NA
143.1537151,-37.12155984,"Crowlands Wind Farm","Renewable",80,NA
141.747382959,-36.3965831849999,"Kiata Wind Farm","Renewable",31.05,NA
147.748062967,-20.4948827499999,"Whitsunday Solar Farm","Renewable",69,NA
147.767079619,-20.504819379,"Hamilton Solar Farm","Renewable",69,NA
146.888496595,-19.3354561109999,"Sun Metals Solar Farm","Renewable",124,NA
139.480343394,-20.743688536,"Xstata X41","Non Renewable",30,14
